id,user,uid,version,changeset,timestamp
12203572,,,8,0,2017-05-30T17:26:04Z
12203578,,,6,0,2017-07-08T04:55:07Z
12203585,,,3,0,2017-05-30T17:26:05Z
12203594,,,5,0,2017-05-30T17:26:05Z
12203605,,,7,0,2017-05-30T17:26:06Z
12203617,,,3,0,2017-05-30T17:26:06Z
12203641,,,7,0,2017-07-03T02:21:06Z
12203655,,,4,0,2013-05-29T07:44:16Z
12203676,,,5,0,2017-08-02T19:13:09Z
12203683,,,4,0,2017-05-30T17:26:08Z
12203689,,,3,0,2017-05-30T17:26:08Z
12203708,,,8,0,2017-07-09T00:20:48Z
12203718,,,4,0,2017-05-30T17:26:09Z
12203729,,,6,0,2017-05-30T17:26:10Z
12203743,,,6,0,2016-10-06T16:56:44Z
12203752,,,4,0,2016-10-06T16:56:43Z
12203761,,,5,0,2017-11-05T20:44:28Z
12203772,,,4,0,2017-05-30T17:26:11Z
12203791,,,4,0,2017-05-30T17:26:11Z
12203803,,,4,0,2017-05-30T17:26:12Z
12203821,,,5,0,2017-05-30T17:26:12Z
12203841,,,3,0,2017-05-30T17:26:13Z
12203851,,,3,0,2017-05-30T17:26:13Z
12203862,,,5,0,2017-07-22T22:24:39Z
12203879,,,5,0,2017-05-30T17:26:13Z
12203895,,,5,0,2013-10-04T01:07:00Z
12203904,,,3,0,2013-05-10T19:59:09Z
12203912,,,3,0,2017-05-30T17:26:14Z
12203923,,,5,0,2017-07-03T09:56:48Z
12203948,,,4,0,2017-05-30T17:26:15Z
12203958,,,3,0,2013-05-14T04:51:32Z
12203966,,,4,0,2017-05-30T17:26:15Z
12203980,,,5,0,2017-05-30T17:26:16Z
12203986,,,4,0,2017-07-04T04:31:03Z
12203991,,,6,0,2015-08-03T17:01:37Z
12204000,,,3,0,2017-05-30T17:26:16Z
12204015,,,4,0,2013-05-28T05:35:31Z
12204025,,,3,0,2017-05-30T17:26:17Z
12204034,,,7,0,2015-07-23T16:41:53Z
12204041,,,5,0,2017-07-03T00:46:55Z
12204051,,,16,0,2014-12-07T16:20:00Z
12204062,,,3,0,2016-10-09T15:06:19Z
12204073,,,7,0,2017-07-19T18:29:31Z
12204085,,,4,0,2017-11-05T20:44:28Z
12204093,,,4,0,2015-07-15T08:17:09Z
12204102,,,4,0,2016-10-08T06:41:51Z
12204110,,,8,0,2017-05-30T17:26:20Z
12204120,,,4,0,2017-05-30T17:26:20Z
12204126,,,5,0,2017-07-08T02:37:37Z
12204149,,,19,0,2015-05-27T00:14:59Z
12204169,,,3,0,2017-05-30T17:26:21Z
12204178,,,5,0,2017-09-27T20:00:43Z
12204190,,,2,0,2013-04-22T10:51:41Z
12204198,,,5,0,2017-07-09T00:51:59Z
12204208,,,3,0,2017-05-30T17:26:22Z
12204218,,,4,0,2017-07-19T12:05:13Z
12204226,,,3,0,2017-05-30T17:26:23Z
12204238,,,10,0,2016-10-09T15:06:26Z
12204247,,,7,0,2017-07-04T16:57:40Z
12204266,,,4,0,2017-07-04T19:44:19Z
12204273,,,3,0,2013-06-22T00:41:02Z
12204281,,,3,0,2017-05-30T17:26:24Z
12204296,,,4,0,2017-07-02T12:12:45Z
12204302,,,3,0,2015-05-26T20:13:05Z
12204309,,,3,0,2017-05-30T17:26:25Z
12204318,,,4,0,2017-05-30T17:26:25Z
12204325,,,4,0,2017-05-30T17:26:25Z
12204333,,,3,0,2013-08-04T08:02:08Z
12204338,,,4,0,2017-05-30T17:26:26Z
12204344,,,5,0,2015-07-01T15:43:06Z
12204375,,,8,0,2017-07-08T02:57:09Z
12204383,,,5,0,2013-05-17T14:41:27Z
12204399,,,3,0,2017-05-30T17:26:27Z
12204424,,,3,0,2017-05-30T17:26:28Z
12204433,,,3,0,2017-05-30T17:26:28Z
12204446,,,4,0,2017-05-30T17:26:28Z
12204457,,,4,0,2013-05-09T18:12:14Z
12204470,,,9,0,2015-08-18T09:37:49Z
12204483,,,7,0,2012-01-08T02:47:08Z
12204499,,,4,0,2017-11-02T20:18:46Z
12204644,,,4,0,2017-05-30T17:26:29Z
12204660,,,4,0,2017-07-04T12:00:40Z
12204678,,,17,0,2017-01-31T01:40:09Z
12204689,,,5,0,2017-07-19T12:05:15Z
12204701,,,11,0,2013-10-02T20:03:55Z
12204714,,,17,0,2017-05-30T17:26:31Z
12204724,,,5,0,2017-07-19T12:05:15Z
12204733,,,5,0,2017-07-09T02:04:28Z
12204746,,,4,0,2017-05-30T17:26:32Z
12204761,,,2,0,2013-09-25T06:35:04Z
12204779,,,6,0,2017-07-20T08:44:12Z
12204788,,,4,0,2015-09-03T19:14:22Z
12204802,,,4,0,2017-05-30T17:26:34Z
12204811,,,3,0,2017-05-30T17:26:34Z
12204826,,,4,0,2017-05-30T17:26:34Z
12204835,,,3,0,2017-05-30T17:26:35Z
12204850,,,3,0,2017-05-30T17:26:36Z
12204862,,,3,0,2017-05-30T17:26:36Z
12204873,,,8,0,2018-02-25T00:17:00Z
12204883,,,3,0,2017-05-30T17:26:37Z
12204890,,,3,0,2013-06-21T21:08:46Z
12204901,,,4,0,2014-12-17T18:11:24Z
12204908,,,3,0,2017-05-30T17:26:38Z
12204920,,,3,0,2017-05-30T17:26:38Z
12204930,,,4,0,2017-07-04T04:50:57Z
12204936,,,3,0,2016-10-09T00:30:37Z
12204946,,,3,0,2017-05-30T17:26:39Z
12204956,,,5,0,2017-07-08T02:37:42Z
12204962,,,7,0,2017-04-15T05:19:15Z
12204969,,,6,0,2017-07-09T01:02:20Z
12204974,,,3,0,2017-05-30T17:26:40Z
12204983,,,7,0,2013-10-06T05:36:02Z
12204999,,,8,0,2017-11-02T20:18:46Z
12205025,,,6,0,2017-07-09T01:02:20Z
12205065,,,2,0,2013-05-14T04:51:32Z
12205073,,,3,0,2017-05-30T17:26:42Z
12205096,,,4,0,2015-08-03T17:01:28Z
12205114,,,4,0,2015-08-19T15:25:56Z
12205129,,,6,0,2017-05-30T17:26:44Z
12205153,,,4,0,2017-05-30T17:26:44Z
12205159,,,3,0,2017-05-30T17:26:44Z
12205194,,,4,0,2017-07-04T03:37:11Z
12205202,,,4,0,2017-05-30T17:26:45Z
12205214,,,4,0,2017-07-20T01:47:13Z
12205222,,,4,0,2017-05-30T17:26:45Z
12205233,,,4,0,2015-06-30T15:51:55Z
12205243,,,6,0,2015-06-18T16:58:15Z
12205248,,,3,0,2017-05-30T17:26:46Z
12205255,,,3,0,2017-05-30T17:26:46Z
12205264,,,3,0,2017-05-30T17:26:47Z
12205276,,,12,0,2017-07-22T04:26:35Z
12205285,,,7,0,2015-06-03T10:15:03Z
12205297,,,3,0,2017-05-30T17:26:48Z
12205321,,,4,0,2016-10-22T04:18:10Z
12205335,,,9,0,2017-07-19T12:05:18Z
12205343,,,3,0,2017-05-30T17:26:49Z
12205364,,,7,0,2017-07-09T00:52:01Z
12205381,,,3,0,2017-05-30T17:26:50Z
12205392,,,5,0,2017-07-04T05:30:18Z
12205409,,,3,0,2017-05-30T17:26:50Z
12205422,,,5,0,2017-07-09T02:04:28Z
12205437,,,7,0,2017-07-04T16:39:31Z
12205505,,,14,0,2013-04-24T05:55:23Z
12205525,,,3,0,2017-05-30T17:26:51Z
12205534,,,4,0,2017-07-08T22:57:46Z
12205541,,,3,0,2017-05-30T17:26:52Z
12205553,,,7,0,2017-07-08T02:57:12Z
12205564,,,2,0,2013-04-24T05:55:16Z
12205572,,,7,0,2017-05-30T17:26:52Z
12205619,,,5,0,2017-07-09T01:02:21Z
12205635,,,4,0,2017-05-30T17:26:53Z
12205646,,,4,0,2017-05-30T17:26:53Z
12205655,,,3,0,2017-05-30T17:26:54Z
12205663,,,4,0,2014-03-21T06:24:51Z
12205677,,,5,0,2017-07-08T03:09:33Z
12205688,,,4,0,2017-07-03T10:56:15Z
12205694,,,3,0,2017-05-30T17:26:55Z
12205717,,,3,0,2017-07-04T19:28:43Z
12205731,,,3,0,2013-04-22T10:52:54Z
